text,translations,audioURL,isNew
十分,"[""sufficient"", ""enough"", ""adequate"", ""ten minutes""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2b57ebd0e4315953f2c31735faf4555c,False
どの,"[""any"", ""each"", ""which"", ""what"", ""every"", ""how long""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c13fdcbcff43c509d59ea67db23d97aa,False
もうすぐ,"[""soon"", ""almost"", ""shortly""]",https://d1vq87e9lcf771.cloudfront.net/beaja/baceced4da569c6524c54674f8427128,False
あさくさ,"[""Asakusa""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1f2e18c4067c2a5ae5027996b9f4dcf0,False
うえのこうえん,"[""Ueno Park""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3143bc27af8300697079d2f0d5dd7eaf,False
来ます,"[""will be here"", ""will come"", ""is coming"", ""comes"", ""come"", ""are coming"", ""coming""]",https://d1vq87e9lcf771.cloudfront.net/beaja/33c505f7990be6b652ed576c2473864a,False
つぎの,"[""next""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f3607e42c5bc272b0bf037d24170cdff,False
つぎ,"[""next""]",https://d1vq87e9lcf771.cloudfront.net/beaja/489ac3d472679c250cfa72a91b7373f5,False
よこはま,"[""Yokohama""]",https://d1vq87e9lcf771.cloudfront.net/beaja/425359207aef87cd6d09b4e5e1e0007e,False
バス,"[""bus""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f862cbf8532371726af30e838cc0e98c,False
あきはばら,"[""Akihabara""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c3ea6c6828f2c3e42dcd2ce695ee64d9,False
しぶや,"[""Shibuya""]",https://d1vq87e9lcf771.cloudfront.net/beaja/254ab2967f5f054f008ce842157fc522,False
行きます,"[""am going"", ""are going"", ""go"", ""(will) go"", ""going"", ""is going"", ""goes"", ""(I) go"", ""am going to go"", ""I'm going"", ""will be there""]",https://d1vq87e9lcf771.cloudfront.net/beaja/a5c7f64528d1f95d82fcede3584499ac,False
でんしゃ,"[""train""]",https://d1vq87e9lcf771.cloudfront.net/beaja/6999fb531681ec65a39e883cc7a13221,False
こんしゅう,"[""this week""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3b39fee02d24e17d706269f30dda64ee,False
いつ,"[""when"", ""what time""]",https://d1vq87e9lcf771.cloudfront.net/beaja/39aa72c0d7e8326596181ab7549b8943,False
つくえ,"[""desk""]",https://d1vq87e9lcf771.cloudfront.net/beaja/50fc1064856cc5738d24649bd8c805e4,False
せんたくき,"[""washing machine""]",https://d1vq87e9lcf771.cloudfront.net/beaja/553ef2466aaa994cfd95029bdfb6dd57,False
れいぞうこ,"[""fridge""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9607e9fd9d7d0b5b85a90833053943c5,False
いす,"[""chair"", ""chairs""]",https://d1vq87e9lcf771.cloudfront.net/beaja/5692e6ba31025f0f2fd23f89f35d2f6a,False
テーブル,"[""table"", ""tables""]",https://d1vq87e9lcf771.cloudfront.net/beaja/d6d3c610e3c6751593144b556dc8634e,False
でんしレンジ,"[""microwave""]",https://d1vq87e9lcf771.cloudfront.net/beaja/15f4fa1087072d8f6af7c41937d6a64e,False
ふとん,"[""futon"", ""futons""]",https://d1vq87e9lcf771.cloudfront.net/beaja/98b0fef253d82f2a5663c59345283c8a,False
たぶん,"[""probably""]",https://d1vq87e9lcf771.cloudfront.net/beaja/d19ee0c95a28949de1d11e3972dccd61,False
ほんだな,"[""bookshelf""]",https://d1vq87e9lcf771.cloudfront.net/beaja/bde1c1b6901836d2bb9f38566e82b3b4,False
シャワー,"[""shower"", ""showers""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3ebcad1c706b65e20e0df7e8237e8dc5,False
そうじき,"[""vacuum cleaner""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b8e2d8297044e5d903c0f60014b858cc,False
エアコン,"[""air conditioning"", ""air conditioners"", ""air conditioner"", ""conditioners""]",https://d1vq87e9lcf771.cloudfront.net/beaja/acd47dc37688dd5a544c62bf722554e5,False
ベッド,"[""bed"", ""beds""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c3cd9b7d27654171c6e745f744a0265a,False
せまい,"[""cramped""]",https://d1vq87e9lcf771.cloudfront.net/beaja/233a45795a8736ea1fe77f4b8e513527,False
リビング,"[""living room""]",https://d1vq87e9lcf771.cloudfront.net/beaja/100b427bbd8d6d3c81093becf78a9966,False
キッチン,"[""kitchen""]",https://d1vq87e9lcf771.cloudfront.net/beaja/754e0b60d63059c1b5f30b22b3bc9e14,False
があります,"[""is"", ""there is"", ""there are"", ""are"", ""has"", ""there's"", ""have""]",https://d1vq87e9lcf771.cloudfront.net/beaja/707283f8dcdbfeb58bd3169e2ac6f8b4,False
アパート,"[""apartment building"", ""apartment"", ""apartments""]",https://d1vq87e9lcf771.cloudfront.net/beaja/7c433db6edd728dc8cd12fca143cc211,False
ひっこします,"[""am going to move"", ""is going to move"", ""move""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1ba3bfa20222233abcf0739b3323a03f,False
まだ,"[""still"", ""yet"", ""too""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b913c81bd21b6fe8a7cc707ce2902c63,False
ひろい,"[""spacious""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9526fae353db320f874cf2c0fcbbd798,False
いえ,"[""house""]",https://d1vq87e9lcf771.cloudfront.net/beaja/68261b358c27e881dad9a95f552adc87,False
れんあい,"[""romance""]",https://d1vq87e9lcf771.cloudfront.net/beaja/57453c2e08a62f9c6e92790a5e7dbf27,False
コメディ,"[""comedy""]",https://d1vq87e9lcf771.cloudfront.net/beaja/723c76c094365eadc66bd3acb6e03870,False
ほんとうですか,"[""Really?""]",https://d1vq87e9lcf771.cloudfront.net/beaja/75f19f789608e051bba297f09408c151,False
アクション,"[""action""]",https://d1vq87e9lcf771.cloudfront.net/beaja/71944175d42650eec2c93a789eed24ea,False
アメリカの,"[""... of the US"", ""American"", ""... of the United States""]",https://d1vq87e9lcf771.cloudfront.net/beaja/d2528e302720acc9b9b8cd61421b0d73,False
どんな,"[""any"", ""what kind of"", ""what (sort of)"", ""what (type of)"", ""how"", ""what""]",https://d1vq87e9lcf771.cloudfront.net/beaja/a566a374bba6fabfb130b07864c25faa,False
ファンタジー,"[""fantasy""]",https://d1vq87e9lcf771.cloudfront.net/beaja/82a0a33a6b2b418aa00d5f74673716e1,False
ホラー,"[""horror""]",https://d1vq87e9lcf771.cloudfront.net/beaja/a015bc465d772311215b9bc4109cabe3,False
がすきですか,"[""do you like""]",https://d1vq87e9lcf771.cloudfront.net/beaja/6c459aa7aa3c8e1b7165c6076aaf536d,False
しゅみはありますか,"[""do you have a hobby""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3aaaa597e20878eb7a933235edeaad69,False
ミステリー,"[""mystery""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c3b8b8aa7564477bf6210a86b9b5d10e,False
Kポップ,"[""K-pop""]",https://d1vq87e9lcf771.cloudfront.net/beaja/599f6e3dea4285f047e78abf35a5414f,False
日本の,"[""Japan's"", ""of Japan"", ""Japanese""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b8142c05b85bf3d1bfdfa063657cdaf0,False
がすきです,"[""like""]",https://d1vq87e9lcf771.cloudfront.net/beaja/ad18196d0eb843bf33eb210398ed442e,False
ベトナム,"[""Vietnam""]",https://d1vq87e9lcf771.cloudfront.net/beaja/54b463142194122c35b3f184b3387998,False
かんこく,"[""Korea"", ""korean""]",https://d1vq87e9lcf771.cloudfront.net/beaja/55f2e328e53484da828a8ab70beeb51b,False
かのじょ,"[""she"", ""girlfriend"", ""her""]",https://d1vq87e9lcf771.cloudfront.net/beaja/27d183402bce911a63637c51f18f5a5f,False
ちゅうごく,"[""China""]",https://d1vq87e9lcf771.cloudfront.net/beaja/5d8319b5dd0abe1d3d7e5390573fea0a,False
さんは,"[""Mr./Ms.""]",https://d1vq87e9lcf771.cloudfront.net/beaja/37ef9f29b9a32bad8febcc89c386dc68,False
かれし,"[""boyfriend""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f3ddbe3d296a8b4947cd1a1dcd7b4d2a,False
アンドリュー,"[""Andrew""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b9a3018761adc2cd7b7326e7f5c615f9,False
と言います,"[""tell"", ""say"", ""says"", ""is named"", ""is called"", ""my name is"", ""tells""]",https://d1vq87e9lcf771.cloudfront.net/beaja/39cb36f752e4aa90b42cd1258a834b2e,False
エリカ,"[""Erica"", ""Erika""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f5e2ea81182950fdf40b704fb31722c6,False
言います,"[""tell"", ""tells"", ""say"", ""says"", ""insist""]",https://d1vq87e9lcf771.cloudfront.net/beaja/33e381f1dc84b2e6278c2f4dcec5821a,False
こちら,"[""this"", ""these"", ""(over) here"", ""this way""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9607559a43c03719406e8f0c496cb8c9,False
ダニエル,"[""Daniel""]",https://d1vq87e9lcf771.cloudfront.net/beaja/09a09ee520c18487dfd21d0dcac035d9,False
はしります,"[""runs"", ""run""]",https://d1vq87e9lcf771.cloudfront.net/beaja/fcac67a19ec8caa1358e3cf5dd6576e5,False
飲みます,"[""will have"", ""drink"", ""having"", ""drinks"", ""am going to drink"", ""have"", ""will drink"", ""take""]",https://d1vq87e9lcf771.cloudfront.net/beaja/dadddfeceb29df03c2839b50c0bde83c,False
パスタ,"[""pasta""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9d99c32f2d17c06dd26b86993b6d6e23,False
ねます,"[""sleep"", ""go to sleep"", ""will go to sleep"", ""am going to sleep""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b806cc1051c3a5c6772e8f02832fd79d,False
シャワーをあびます,"[""take a shower""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3d25320230c8c15adc28f17b4468a519,False
メールを読みます,"[""check emails""]",https://d1vq87e9lcf771.cloudfront.net/beaja/27c05e3551eb3d53b5ce8651ba87224e,False
あした,"[""tomorrow""]",https://d1vq87e9lcf771.cloudfront.net/beaja/0ee445ebf2add72bf74be3f58b75d45b,False
らいしゅう,"[""next week""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c758fe7f3cec337effb4a01296b0d20d,False
バレーボール,"[""volleyball""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2307437eb3616b4c11db0d7795d0d1ed,False
まいしゅう,"[""every week""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1d2d6d2f5ee7494238679e451a485ed5,False
四時,"[""four o'clock""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b80733dcb8a122a5c7fc785aa5cb8678,False
つくります,"[""make""]",https://d1vq87e9lcf771.cloudfront.net/beaja/0a303eb6b01816d6d130f9e27a904ffb,False
食べます,"[""eat"", ""am going to eat"", ""will eat"", ""eats"", ""(will) have"", ""has"", ""are going to eat""]",https://d1vq87e9lcf771.cloudfront.net/beaja/cbea822aa60603be7f4d915b26c42eb4,False
何時に,"[""(at) what time""]",https://d1vq87e9lcf771.cloudfront.net/beaja/68ce8e597a24656268c5ce340184cd56,False
おきます,"[""get up"", ""going to wake up"", ""wake up"", ""wakes up"", ""ahead of time"", ""puts"", ""(will) put"", ""in advance"", ""going to get up""]",https://d1vq87e9lcf771.cloudfront.net/beaja/09a63678430384b09be549418d1ada5d,False
新聞,"[""newspaper""]",https://d1vq87e9lcf771.cloudfront.net/beaja/961f9b75f23eb4e439a08b4f8c9b4ec4,False
ラジオ,"[""radio""]",https://d1vq87e9lcf771.cloudfront.net/beaja/85fbe275b214d3211a97c8d904e8e302,False
何時,"[""when"", ""what time""]",https://d1vq87e9lcf771.cloudfront.net/beaja/bacaa6ffd3b81b133fc600b5e4e62e9f,False
いつも,"[""always"", ""all the time"", ""never"", ""usual""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2eb40f4c6939c3bc7f059e4df07874a3,False
でぐち,"[""exit""]",https://d1vq87e9lcf771.cloudfront.net/beaja/8a37e1c6668b2a4f472a7580d7059a77,False
じはんき,"[""vending machines"", ""vending machine""]",https://d1vq87e9lcf771.cloudfront.net/beaja/01eb5e3e5a864a6937e61b8827a49c5f,False
コインロッカー,"[""storage lockers""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f1732a16caef333de689e5e99f95a39a,False
ちかい,"[""close""]",https://d1vq87e9lcf771.cloudfront.net/beaja/46b43143ec10ca84ff8bb4225ad8dc83,False
カフェ,"[""cafe""]",https://d1vq87e9lcf771.cloudfront.net/beaja/074c77bff03b18bd644a4a272532ce54,False
にかい,"[""the second floor"", ""two""]",https://d1vq87e9lcf771.cloudfront.net/beaja/457b389026a93435c58e4bd52925156f,False
かいだん,"[""stairs""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b05721a8ae20d4b549e2ad01142f7220,False
コンセント,"[""outlet""]",https://d1vq87e9lcf771.cloudfront.net/beaja/dbac0630035031f7fe0e1a51090ac0d7,False
とおい,"[""far""]",https://d1vq87e9lcf771.cloudfront.net/beaja/386013cd77eacc94bac61a1aafea3e73,False
でんわ,"[""phone""]",https://d1vq87e9lcf771.cloudfront.net/beaja/4f4ebe01c8c20d94ab49b64ea9a25728,False
ちか,"[""underground level""]",https://d1vq87e9lcf771.cloudfront.net/beaja/4b6e274fb43b51a612e48995f128861a,False
タクシー,"[""taxi""]",https://d1vq87e9lcf771.cloudfront.net/beaja/872810662a36e20b68a62ba7151964e0,False
エレベーター,"[""elevator""]",https://d1vq87e9lcf771.cloudfront.net/beaja/6f9399a757cccccd56529a8a896295db,False
おてあらい,"[""restroom""]",https://d1vq87e9lcf771.cloudfront.net/beaja/ddfaf22d0b4a7cbd95891f2309d59230,False
wifi,"[""wifi""]",https://d1vq87e9lcf771.cloudfront.net/beaja/da15cec28402771eba4d9ae82993629d,False
ありません,"[""there are no"", ""(it) is not"", ""has nothing"", ""is not available"", ""there is not a"", ""has no"", ""am not"", ""has neither"", ""doesn't have"", ""is not"", ""are not"", ""is missing"", ""does not have"", ""do not have"", ""there is no"", ""missing"", ""have no"", ""are""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2cc5a20d74419d56804d72174db747a0,False
ゴミばこ,"[""trash can""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c2c776cbe548cea0c3366bf13c62f832,False
のりかえ,"[""transfer""]",https://d1vq87e9lcf771.cloudfront.net/beaja/93c65cf7d77a925565a5059e0ff6949b,False
あそこ,"[""over there""]",https://d1vq87e9lcf771.cloudfront.net/beaja/8157715f74586c70f968ca21ffe4d4fb,False
かいさつ,"[""ticket gate""]",https://d1vq87e9lcf771.cloudfront.net/beaja/7f54ded56659e7e31f9503e0398e61a3,False
ありますか,"[""is (there)"", ""is (it)"", ""are (there)"", ""... is ... ?"", ""do ... have"", ""does ... have"", ""Is there ... ?""]",https://d1vq87e9lcf771.cloudfront.net/beaja/15924122a9d6a0eb97bfd6fb0a1bb60a,False
いっかい,"[""first floor""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1da2fb9b153d05ac65454b831590ac4e,False
ホーム,"[""platform""]",https://d1vq87e9lcf771.cloudfront.net/beaja/a2dcbccdb16c98a1a448a04c249f946c,False
どうが,"[""video""]",https://d1vq87e9lcf771.cloudfront.net/chotan/8d1a4c72fd4a3fd4326b767e7d2d2dde,False
じゅうどう,"[""judo""]",https://d1vq87e9lcf771.cloudfront.net/beaja/305cd9c60d1dd31ba8e0729ffe9b7c20,False
テニス,"[""tennis""]",https://d1vq87e9lcf771.cloudfront.net/beaja/f353f8b18323a51bcd7ee6070c10be77,False
話します,"[""speaks"", ""speak"", ""tells"", ""talks"", ""talk"", ""tell""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1684c5f6921c46fdd7034bf6507b7df7,False
日曜日,"[""Sunday""]",https://d1vq87e9lcf771.cloudfront.net/beaja/677ce6815c5e39c49c17aee3255678c7,False
ゲーム,"[""video games""]",https://d1vq87e9lcf771.cloudfront.net/beaja/41375c4f8a589ffa5122624f58ad23de,False
からて,"[""karate""]",https://d1vq87e9lcf771.cloudfront.net/beaja/86c3e077f1137d7399e847264429e3be,False
でかけます,"[""go out"", ""am going to go out""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2691fa567c23f27c39b83cec64bc60ec,False
土曜日,"[""Saturday"", ""Saturdays""]",https://d1vq87e9lcf771.cloudfront.net/beaja/879c96a7a1b114c748bf13a52c15ec27,False
買います,"[""will buy""]",https://d1vq87e9lcf771.cloudfront.net/beaja/511a0128995b8ea65f05facd79beb073,False
スポーツ,"[""sports""]",https://d1vq87e9lcf771.cloudfront.net/beaja/cc71f53ec0c2c338783e0a5360099fef,False
ヨガ,"[""yoga""]",https://d1vq87e9lcf771.cloudfront.net/beaja/dfa6923c3271e41028a7cb6dd5510f16,False
ともだち,"[""friend"", ""friends""]",https://d1vq87e9lcf771.cloudfront.net/beaja/50e4815bbf8a79de8b6c208143dc82a8,False
ドラマ,"[""drama""]",https://d1vq87e9lcf771.cloudfront.net/beaja/eeb3337d152cf2a5e84cd095e7126846,False
あそびます,"[""hang out"", ""hangs out"", ""(I) will play"", ""play"", ""plays"", ""will hang out""]",https://d1vq87e9lcf771.cloudfront.net/beaja/4801ac093440fc651ee6cc228b6c8f7f,False
およぎます,"[""swim"", ""will swim"", ""swims"", ""am going to swim""]",https://d1vq87e9lcf771.cloudfront.net/beaja/63b7862267f2ae1553449759c4d500f9,False
しゅうまつ,"[""weekend""]",https://d1vq87e9lcf771.cloudfront.net/beaja/cb473f467038890f2ecfe08ab51f3e90,False
ひとりで,"[""by myself"", ""by herself"", ""alone"", ""by himself"", ""on my own""]",https://d1vq87e9lcf771.cloudfront.net/beaja/54bcb6a3cc197242375261fbf220599b,False
アイスコーヒー,"[""iced coffee""]",https://d1vq87e9lcf771.cloudfront.net/beaja/5045e006970b7b78c1725c4136639beb,False
アイスクリーム,"[""ice cream"", ""ice creams""]",https://d1vq87e9lcf771.cloudfront.net/beaja/da95d91bf0a7c496345416f32332a220,False
こうちゃ,"[""black teas"", ""black tea"", ""tea""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c98caf212a7cac3f60d305055e8b08a0,False
小さい,"[""small"", ""little""]",https://d1vq87e9lcf771.cloudfront.net/beaja/30a6ca85db90b93a38aecd83a7ba3c7f,False
すこし,"[""a bit""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c2b5468b0d75406c9e7436c2d11b40fe,False
みそしる,"[""miso soup""]",https://d1vq87e9lcf771.cloudfront.net/beaja/93ec686e2c43d31e37e9bb05e1cad334,False
サラダ,"[""salad"", ""salads""]",https://d1vq87e9lcf771.cloudfront.net/beaja/4be354283777f31740be24b519e5134b,False
そば,"[""soba""]",https://d1vq87e9lcf771.cloudfront.net/beaja/6f79364872c660b5875f789873fbcfeb,False
大きい,"[""big""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2fecd1ba7e6656f8b3bfbfaa22cae650,False
おにぎり,"[""rice balls"", ""rice ball"", ""onigiri""]",https://d1vq87e9lcf771.cloudfront.net/beaja/35fd1d3972c0b3d763232ba5dffcec59,False
よっつ,"[""four""]",https://d1vq87e9lcf771.cloudfront.net/beaja/fe9713f1b23f623e3f0abf30e4d47388,False
ええと,"[""um""]",https://d1vq87e9lcf771.cloudfront.net/beaja/3d8132fef1dde7daab22568f126b6ab3,False
みっつ,"[""three""]",https://d1vq87e9lcf771.cloudfront.net/beaja/37b6f66cb3df734ab5c928919565f7d8,False
じゃあ,"[""well then"", ""well"", ""see you"", ""so"", ""bye"", ""okay then""]",https://d1vq87e9lcf771.cloudfront.net/beaja/94c38242caa760797e8dbad597ecb657,False
ふたつ,"[""two""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c8dce501b6c86fcef29474123b1cc1ad,False
あ,"[""ah"", ""oh""]",https://d1vq87e9lcf771.cloudfront.net/beaja/814397a1fba9533bb9e08f2e065844b1,False
ひとつ,"[""one""]",https://d1vq87e9lcf771.cloudfront.net/beaja/43c4c1d49ca1e79cb70af195d73bb9fa,False
水,"[""water"", ""waters""]",https://d1vq87e9lcf771.cloudfront.net/beaja/393807b9c5b2b3b866dcc1fa9d82e5df,False
レストラン,"[""restaurant""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1154dfbc38d673b9b1f0c9eb1d1f04e4,False
ていしょく,"[""meal set"", ""meal sets""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1a014b9eb433ffed64b64627a844fa07,False
うどん,"[""udon""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1bc9aaf54c260b9ff36158235892edfe,False
てんぷら,"[""tempura""]",https://d1vq87e9lcf771.cloudfront.net/beaja/14bbf7b937ec2c11c6c57b150615d8a2,False
ジャケット,"[""jacket""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b305aa17236ce6915b21b936cdb95b51,False
たかい,"[""expensive"", ""big"", ""tall""]",https://d1vq87e9lcf771.cloudfront.net/beaja/eb4a29ac210bc7c88bac588c8df7f2ab,False
くろい,"[""black""]",https://d1vq87e9lcf771.cloudfront.net/beaja/2edeabb77f02ab38b37fe5b524e9b5b8,False
みせ,"[""store""]",https://d1vq87e9lcf771.cloudfront.net/beaja/12efd0581b9ddb7ac6be09893157c423,False
ありがとうございます,"[""thank you""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c692aacb2951b190c2f1e506fb6905cc,False
千,"[""thousand""]",https://d1vq87e9lcf771.cloudfront.net/beaja/658fe8f1722fc2cea24f273bc1bc021a,False
いくら,"[""how much""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9a5a3312f494a5c0f65b497136eb5b9c,False
ネクタイ,"[""tie"", ""necktie"", ""ties""]",https://d1vq87e9lcf771.cloudfront.net/beaja/b52b835e2da8adc9cda55235fe282ba7,False
えん,"[""yen""]",https://d1vq87e9lcf771.cloudfront.net/beaja/979ebf44e07f85c9f124cdcbf98f9d20,False
やすい,"[""cheap"", ""inexpensive""]",https://d1vq87e9lcf771.cloudfront.net/beaja/038f27a2566b6222c36c892b744e056b,False
百,"[""hundred""]",https://d1vq87e9lcf771.cloudfront.net/beaja/5614f349e37b9f4097d36e930e12acd1,False
あの,"[""those"", ""ah"", ""that (over there)"", ""um"", ""those (over there)"", ""that""]",https://d1vq87e9lcf771.cloudfront.net/beaja/7fe2dbe023cfd4a0a99d94123e8b9a82,False
あおい,"[""blue""]",https://d1vq87e9lcf771.cloudfront.net/beaja/89d74ecb154ae187921058920214a57e,False
いい,"[""good"", ""like"", ""well"", ""do you want"", ""may I"", ""fine"", ""alright"", ""prefer"", ""hope"", ""best"", ""okay"", ""nice""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9d8a8217889d8ee67f2d808d6a316ee6,False
ドレス,"[""dress""]",https://d1vq87e9lcf771.cloudfront.net/beaja/69fcf8695ff0285bff2f3dfef9ef53bb,False
すてき,"[""lovely"", ""nice"", ""cute""]",https://d1vq87e9lcf771.cloudfront.net/beaja/fd4d605c746c61deef79c975fa952383,False
がほしいです,"[""want""]",https://d1vq87e9lcf771.cloudfront.net/beaja/ea041a228822590d7845cb838222bac4,False
スカート,"[""skirt""]",https://d1vq87e9lcf771.cloudfront.net/beaja/fbcb5c982b6575844c7ba672b8317219,False
Tシャツ,"[""t-shirt""]",https://d1vq87e9lcf771.cloudfront.net/beaja/9a95ae6a45585a228cc051fc12090217,False
新しい,"[""new"", ""newer""]",https://d1vq87e9lcf771.cloudfront.net/beaja/1ac88dfdbb182632fa45eb239b2870a2,False
ね,"[""isn't it?""]",https://d1vq87e9lcf771.cloudfront.net/beaja/c90b73c62340a1482d4125b95d8d834c,False
ふく,"[""clothes""]",https://d1vq87e9lcf771.cloudfront.net/beaja/6ab2b86fb5879633d9b62c59df15741f,False
ダサい,"[""hideous""]",https://d1vq87e9lcf771.cloudfront.net/beaja/cf6f231cd631b7b407560292f7c632e6,False
